year,institute_name,academic_program_name,seat_type,gender,opening_rank,closing_rank
2022,~~ IIT Bhubaneswar~~<br>,"Civil Engineering (4 Years, B. Tech)",~~OPEN~~<br>,Gender-Neutral ,9193,13624
2022,~~ IIT Bhubaneswar~~<br>,"Civil Engineering (4 Years, B. Tech)",~~EWS~~<br>,Female-only (incl Supernumerary) ,3334,3334
2022,~~ IIT Bhubaneswar~~<br>,"Civil Engineering (4 Years, B. Tech)",~~OBC-NCL~~<br>,Gender-Neutral ,4094,4615
2022,~~ IIT Bhubaneswar~~<br>,"Civil Engineering (4 Years, B. Tech)",~~OBC-NCL~~<br>,Female-only (incl Supernumerary) ,6261,8015
2022,~~ IIT Bhubaneswar~~<br>,"Civil Engineering (4 Years, B. Tech)",~~SC~~<br>,Female-only (incl Supernumerary) ,2464,2464
2022,~~ IIT Bhubaneswar~~<br>,"Civil Engineering (4 Years, B. Tech)",~~ST~~<br>,Gender-Neutral ,677,737
2022,~~IIT Bhubaneswar~~<br>,"Civil Engineering (4 Years, B. Tech)",~~OPEN~~<br>,Female-only (incl Supernumerary) ,16138,21674
2022,~~IIT Bhubaneswar~~<br>,"Civil Engineering (4 Years, B. Tech)",~~EWS~~<br>,Gender-Neutral ,1907,2171
2022,~~IIT Bhubaneswar~~<br>,"Civil Engineering (4 Years, B. Tech)",~~SC~~<br>,Gender-Neutral ,1729,2362
2022,~~IIT Bhubaneswar~~,"Civil Engineering (4 Years, B. Tech)",~~ST~~,Female-only (incl Supernumerary),990,990
2022,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,13928,14224
2022,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),18771,18771
2022,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,1982,1982
2022,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Female-only (incl Supernumerary),3448,3448
2022,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,4717,4961
2022,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,2375,2375
2022,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (incl Supernumerary),3561,3561
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,14571,14813
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),22114,22114
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,2050,2050
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,4987,5008
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),9188,9188
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,2621,2628
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Female-only (incl Supernumerary),1473,1473
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,14982,15033
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),21738,21738
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,2186,2186
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,4734,5176
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,1720,1720
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (incl Supernumerary),3584,3673
2022,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,910,910
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,1702,2769
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),3119,5436
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",OPEN (PwD),Female-only (incl Supernumerary),74,74
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,346,355
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),787,787
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",EWS (PwD),Gender-Neutral,21,21
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,657,859
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),1208,2212
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,34,34
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",SC,Gender-Neutral,280,366
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),725,725
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",ST,Gender-Neutral,142,204
2022,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),225,225
2022,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,2821,3240
2022,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),5048,5048
2022,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,459,459
2022,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,1156,1240
2022,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),2716,2716
2022,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,545,545
2022,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,371,371
2022,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,6646,7729
2022,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),11359,11359
2022,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,1264,1264
2022,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,2653,2827
2022,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,1190,1190
2022,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (incl Supernumerary),2607,2607
2022,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,854,854
2022,IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,5136,6631
2022,IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),8389,10729
2022,IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,829,1140
2022,IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),1663,1663
2022,IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1884,2490
2022,IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),4126,4801
2022,IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1155,1440
2022,IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),1877,1941
2022,IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,636,661
2022,IIT Bhubaneswar,"Electrical Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),1052,1052
2022,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,3159,4571
2022,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),5949,6884
2022,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,178,178
2022,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,614,662
2022,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),959,959
2022,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, B. Tech)",EWS (PwD),Gender-Neutral,11,11
2022,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1318,1701
2022,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),2826,3246
2022,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, B. Tech)",SC,Gender-Neutral,876,1090
2022,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),1264,1386
2022,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, B. Tech)",ST,Gender-Neutral,338,390
2022,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),853,853
2022,IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,7249,9074
2022,IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),14779,17941
2022,IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,68,68
2022,IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1314,1492
2022,IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),2678,2678
2022,IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,2925,3474
2022,IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),5713,6902
2022,IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1497,2013
2022,IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),2505,2505
2022,IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,532,978
2022,IIT Bhubaneswar,"Mechanical Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),1079,1079
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,10490,11159
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),16897,16897
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,1684,1684
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,3544,4012
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),8336,8336
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,2036,2055
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,1058,1058
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Female-only (incl Supernumerary),1430,1430
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,10951,12484
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),21755,21755
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,1798,1798
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,4107,4368
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),7954,7954
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,2321,2321
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (incl Supernumerary),3317,3317
2022,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,1049,1049
2022,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,10269,11778
2022,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),19294,19294
2022,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,1724,1756
2022,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,4096,4374
2022,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),8408,8408
2022,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,2306,2306
2022,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (incl Supernumerary),3285,3285
2022,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,1025,1025
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,9953,14122
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),18657,18693
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,2185,2185
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),3442,3442
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,4661,5010
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),7466,7466
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B. Tech)",SC,Gender-Neutral,2170,2429
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),3643,3643
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B. Tech)",ST,Gender-Neutral,1269,1269
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),99,99
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,13731,14970
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),21645,21645
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,2248,2248
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,5277,5316
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),8961,8961
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,2538,2538
2022,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,1357,1357
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,577,2119
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),2312,4081
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,164,164
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,236,496
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),1220,1325
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,698,1211
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),2993,3680
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,14,14
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",SC,Gender-Neutral,275,726
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),470,1141
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",SC (PwD),Gender-Neutral,8,8
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",ST,Gender-Neutral,317,396
2022,IIT Bombay,"Aerospace Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),231,231
2022,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,552,2158
2022,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OPEN,Female-only (incl Supernumerary),1248,3895
2022,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",EWS,Gender-Neutral,372,564
2022,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OBC-NCL,Gender-Neutral,1372,2029
2022,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OBC-NCL,Female-only (incl Supernumerary),1924,1924
2022,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",SC,Gender-Neutral,548,742
2022,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",SC,Female-only (incl Supernumerary),2391,2391
2022,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",ST,Gender-Neutral,427,427
2022,IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,1420,2081
2022,IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),2571,4591
2022,IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,94,137
2022,IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,337,461
2022,IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),934,1145
2022,IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,683,1173
2022,IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),2395,3576
2022,IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,10,13
2022,IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,416,698
2022,IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),885,1343
2022,IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,270,404
2022,IIT Bombay,"Chemical Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),680,695
2022,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,4360,5500
2022,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",OPEN,Female-only (incl Supernumerary),10036,11453
2022,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",EWS,Gender-Neutral,1103,1269
2022,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",EWS,Female-only (incl Supernumerary),1968,1968
2022,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",OBC-NCL,Gender-Neutral,2261,3138
2022,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",OBC-NCL,Female-only (incl Supernumerary),6306,6728
2022,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",SC,Gender-Neutral,1161,1788
2022,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",SC,Female-only (incl Supernumerary),2399,2399
2022,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",ST,Gender-Neutral,969,1024
2022,IIT Bombay,"Civil Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),4728,7079
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,2,61
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),16,305
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,2,5
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,5,18
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),48,57
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",EWS (PwD),Gender-Neutral,2,2
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,9,51
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),29,136
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,1,2
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL (PwD),Female-only (incl Supernumerary),45,45
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1,23
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),63,107
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",SC (PwD),Gender-Neutral,1,1
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",ST,Gender-Neutral,1,9
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),11,55
2022,IIT Bombay,"Computer Science and Engineering (4 Years, B. Tech)",ST (PwD),Gender-Neutral,2,2
2022,IIT Bombay,"Economics (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,1577,2107
2022,IIT Bombay,"Economics (4 Years, Bachelor of Science)",OPEN,Female-only (incl Supernumerary),3238,4590
2022,IIT Bombay,"Economics (4 Years, Bachelor of Science)",OPEN (PwD),Gender-Neutral,61,61
2022,IIT Bombay,"Economics (4 Years, Bachelor of Science)",EWS,Gender-Neutral,377,437
2022,IIT Bombay,"Economics (4 Years, Bachelor of Science)",EWS,Female-only (incl Supernumerary),674,674
2022,IIT Bombay,"Economics (4 Years, Bachelor of Science)",OBC-NCL,Gender-Neutral,738,1191
2022,IIT Bombay,"Economics (4 Years, Bachelor of Science)",OBC-NCL,Female-only (incl Supernumerary),1693,1693
2022,IIT Bombay,"Economics (4 Years, Bachelor of Science)",SC,Gender-Neutral,559,882
2022,IIT Bombay,"Economics (4 Years, Bachelor of Science)",SC,Female-only (incl Supernumerary),1215,1215
2022,IIT Bombay,"Economics (4 Years, Bachelor of Science)",ST,Gender-Neutral,274,436
2022,IIT Bombay,"Economics (4 Years, Bachelor of Science)",ST,Female-only (incl Supernumerary),1102,1102
2022,IIT Bombay,"Electrical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,103,369
2022,IIT Bombay,"Electrical Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),1065,1341
2022,IIT Bombay,"Electrical Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,38,38
2022,IIT Bombay,"Electrical Engineering (4 Years, B. Tech)",OPEN (PwD),Female-only (incl Supernumerary),158,158
2022,IIT Bombay,"Electrical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,64,114
